times,counts_P,counts_R
6.0,6.0,0.0
6.0,39.0,2.0
6.0,26.0,0.0
6.0,22.0,0.0
6.0,4.0,0.0
6.0,20.0,0.0
6.0,46.0,1.0
6.0,25.0,7.0
6.0,14.0,0.0
6.0,37.0,0.0
6.0,27.0,0.0
6.0,26.0,1.0
6.0,10.0,0.0
6.0,32.0,0.0
6.0,20.0,0.0
6.0,27.0,1.0
6.0,40.0,1.0
6.0,19.0,2.0
6.0,16.0,1.0
6.0,28.0,0.0
6.0,25.0,0.0
6.0,21.0,0.0
6.0,38.0,0.0
6.0,19.0,0.0
6.0,1.0,0.0
6.0,17.0,0.0
6.0,7.0,0.0
6.0,5.0,0.0
6.0,23.0,0.0
6.0,18.0,11.0
6.0,36.0,0.0
6.0,23.0,0.0
6.0,15.0,0.0
6.0,13.0,0.0
6.0,16.0,0.0
6.0,29.0,1.0
6.0,12.0,0.0
6.0,38.0,1.0
6.0,9.0,0.0
6.0,24.0,0.0
6.0,10.0,7.0
6.0,30.0,0.0
6.0,39.0,4.0
6.0,4.0,0.0
6.0,15.0,0.0
6.0,21.0,1.0
6.0,16.0,0.0
6.0,8.0,3.0
6.0,23.0,0.0
6.0,6.0,0.0
6.0,40.0,1.0
6.0,16.0,1.0
6.0,23.0,1.0
6.0,14.0,3.0
6.0,14.0,0.0
6.0,37.0,0.0
6.0,20.0,8.0
6.0,20.0,1.0
6.0,12.0,0.0
6.0,33.0,3.0
6.0,9.0,0.0
6.0,19.0,4.0
6.0,17.0,0.0
6.0,14.0,0.0
6.0,16.0,0.0
6.0,27.0,0.0
6.0,15.0,0.0
6.0,29.0,0.0
6.0,26.0,1.0
6.0,34.0,1.0
6.0,4.0,0.0
6.0,16.0,0.0
6.0,18.0,0.0
6.0,41.0,1.0
6.0,15.0,0.0
6.0,19.0,0.0
6.0,26.0,0.0
6.0,22.0,1.0
6.0,24.0,1.0
6.0,13.0,0.0
6.0,41.0,0.0
6.0,38.0,0.0
6.0,21.0,1.0
6.0,23.0,0.0
6.0,25.0,0.0
6.0,27.0,0.0
6.0,14.0,0.0
6.0,26.0,0.0
6.0,25.0,5.0
6.0,30.0,0.0
6.0,45.0,2.0
6.0,34.0,0.0
6.0,29.0,0.0
6.0,36.0,0.0
6.0,18.0,0.0
6.0,10.0,0.0
6.0,14.0,2.0
6.0,3.0,0.0
6.0,22.0,0.0
6.0,16.0,0.0
6.0,31.0,0.0
6.0,10.0,0.0
6.0,27.0,1.0
6.0,21.0,2.0
6.0,23.0,2.0
6.0,6.0,0.0
6.5,24.0,0.0
6.5,29.0,14.0
6.5,15.0,0.0
6.5,25.0,0.0
6.5,6.0,0.0
6.5,16.0,0.0
6.5,19.0,0.0
6.5,29.0,0.0
6.5,24.0,0.0
6.5,3.0,0.0
6.5,22.0,0.0
6.5,21.0,0.0
6.5,3.0,0.0
6.5,23.0,0.0
6.5,30.0,0.0
6.5,18.0,0.0
6.5,17.0,0.0
6.5,10.0,0.0
6.5,3.0,0.0
6.5,16.0,0.0
6.5,24.0,0.0
6.5,16.0,0.0
6.5,24.0,0.0
6.5,13.0,0.0
6.5,15.0,0.0
6.5,28.0,1.0
6.5,19.0,0.0
6.5,23.0,0.0
6.5,18.0,0.0
6.5,9.0,1.0
6.5,22.0,0.0
6.5,30.0,0.0
6.5,38.0,0.0
6.5,14.0,1.0
6.5,20.0,1.0
6.5,11.0,0.0
6.5,13.0,0.0
6.5,34.0,0.0
6.5,19.0,17.0
6.5,4.0,0.0
6.5,17.0,0.0
6.5,8.0,0.0
6.5,14.0,0.0
6.5,16.0,0.0
6.5,23.0,0.0
6.5,26.0,0.0
6.5,10.0,0.0
6.5,42.0,0.0
6.5,13.0,0.0
6.5,15.0,0.0
6.5,31.0,0.0
6.5,24.0,0.0
6.5,29.0,1.0
6.5,16.0,0.0
6.5,18.0,0.0
6.5,19.0,0.0
6.5,11.0,0.0
6.5,16.0,0.0
6.5,9.0,0.0
6.5,14.0,0.0
6.5,25.0,0.0
6.5,17.0,0.0
6.5,14.0,1.0
6.5,14.0,0.0
6.5,24.0,0.0
6.5,21.0,0.0
6.5,13.0,0.0
6.5,10.0,0.0
6.5,19.0,0.0
6.5,18.0,0.0
6.5,7.0,0.0
6.5,20.0,0.0
6.5,28.0,0.0
6.5,11.0,0.0
6.5,11.0,0.0
6.5,27.0,1.0
6.5,17.0,0.0
6.5,42.0,1.0
6.5,13.0,0.0
6.5,30.0,0.0
6.5,21.0,0.0
6.5,17.0,2.0
6.5,7.0,1.0
6.5,11.0,0.0
6.5,14.0,0.0
6.5,45.0,3.0
6.5,9.0,0.0
6.5,18.0,1.0
6.5,16.0,0.0
6.5,16.0,0.0
6.5,7.0,0.0
6.5,30.0,0.0
6.5,28.0,0.0
6.5,17.0,0.0
6.5,37.0,1.0
6.5,19.0,1.0
6.5,44.0,0.0
6.5,12.0,0.0
6.5,16.0,0.0
6.5,8.0,0.0
6.5,19.0,0.0
6.5,3.0,0.0
6.5,27.0,0.0
6.5,21.0,0.0
6.5,40.0,1.0
6.5,12.0,0.0
6.5,15.0,0.0
6.5,18.0,0.0
6.5,14.0,0.0
6.5,56.0,1.0
6.5,9.0,2.0
6.5,21.0,0.0
6.5,18.0,0.0
6.5,9.0,0.0
6.5,28.0,0.0
6.5,17.0,0.0
6.5,15.0,0.0
6.5,7.0,0.0
6.5,19.0,1.0
6.5,13.0,0.0
6.5,25.0,0.0
6.5,36.0,0.0
6.5,15.0,1.0
6.5,12.0,0.0
6.5,19.0,0.0
6.5,26.0,3.0
6.5,6.0,0.0
6.5,34.0,0.0
6.5,9.0,0.0
6.5,7.0,0.0
6.5,18.0,0.0
6.5,27.0,1.0
6.5,21.0,0.0
6.5,33.0,1.0
6.5,30.0,0.0
6.5,16.0,0.0
6.5,6.0,0.0
6.5,17.0,1.0
6.5,12.0,0.0
6.5,31.0,1.0
6.5,13.0,0.0
6.5,31.0,1.0
6.5,36.0,0.0
6.5,32.0,1.0
6.5,8.0,0.0
6.5,27.0,0.0
6.5,15.0,0.0
6.5,26.0,0.0
6.5,27.0,0.0
6.5,18.0,0.0
6.5,37.0,0.0
6.5,13.0,0.0
6.5,10.0,0.0
6.5,29.0,0.0
6.5,34.0,0.0
6.5,20.0,0.0
6.5,18.0,0.0
6.5,18.0,0.0
6.5,9.0,0.0
6.5,14.0,0.0
6.5,9.0,0.0
6.5,36.0,0.0
6.5,16.0,0.0
6.5,17.0,0.0
6.5,1.0,0.0
6.5,3.0,0.0
6.5,23.0,0.0
6.5,15.0,0.0
6.5,3.0,0.0
6.5,33.0,0.0
6.5,31.0,0.0
6.5,12.0,0.0
6.5,13.0,1.0
6.5,11.0,0.0
6.5,27.0,0.0
6.5,28.0,1.0
6.5,22.0,0.0
6.5,10.0,0.0
6.5,24.0,0.0
6.5,19.0,0.0
6.5,17.0,0.0
6.5,16.0,0.0
6.5,15.0,0.0
6.5,20.0,0.0
6.5,22.0,0.0
6.5,27.0,0.0
6.5,15.0,0.0
6.5,28.0,0.0
6.5,25.0,0.0
6.5,16.0,0.0
6.5,25.0,2.0
6.5,49.0,1.0
6.5,38.0,0.0
6.5,35.0,0.0
6.5,24.0,0.0
6.5,20.0,1.0
6.5,28.0,2.0
6.5,14.0,2.0
6.5,1.0,0.0
6.5,39.0,1.0
6.5,22.0,0.0
6.5,35.0,3.0
6.5,35.0,1.0
6.5,21.0,0.0
6.5,52.0,1.0
6.5,9.0,0.0
6.5,17.0,0.0
6.5,20.0,1.0
6.5,8.0,0.0
6.5,28.0,0.0
6.5,37.0,0.0
6.5,42.0,0.0
6.5,24.0,1.0
6.5,17.0,0.0
6.5,16.0,0.0
6.5,13.0,0.0
6.5,17.0,1.0
6.5,22.0,0.0
6.5,15.0,0.0
6.5,16.0,0.0
6.5,32.0,1.0
6.5,24.0,0.0
6.5,15.0,0.0
6.5,19.0,1.0
6.5,13.0,0.0
6.5,18.0,0.0
6.5,45.0,1.0
6.5,22.0,0.0
6.5,14.0,0.0
6.5,18.0,0.0
6.5,38.0,8.0
6.5,0.0,0.0
6.5,36.0,1.0
6.5,5.0,0.0
6.5,13.0,0.0
6.5,22.0,0.0
6.5,14.0,0.0
6.5,42.0,2.0
6.5,26.0,0.0
6.5,19.0,0.0
6.5,13.0,0.0
6.5,21.0,6.0
6.5,17.0,1.0
6.5,23.0,1.0
6.5,30.0,0.0
6.5,9.0,0.0
6.5,6.0,0.0
6.5,20.0,0.0
6.5,16.0,0.0
6.5,8.0,0.0
6.5,28.0,3.0
6.5,35.0,6.0
6.5,23.0,2.0
6.5,15.0,1.0
6.5,48.0,1.0
6.5,22.0,0.0
6.5,12.0,0.0
6.5,23.0,3.0
6.5,13.0,0.0
6.5,33.0,1.0
6.5,39.0,0.0
6.5,45.0,0.0
6.5,10.0,0.0
6.5,28.0,0.0
6.5,53.0,1.0
6.5,9.0,0.0
6.5,19.0,1.0
6.5,20.0,3.0
6.5,18.0,0.0
6.5,30.0,1.0
6.5,24.0,3.0
6.5,17.0,4.0
6.5,21.0,0.0
6.5,15.0,0.0
6.5,23.0,0.0
6.5,10.0,0.0
6.5,41.0,0.0
6.5,27.0,2.0
6.5,2.0,0.0
6.5,13.0,2.0
6.5,22.0,1.0
6.5,4.0,0.0
6.5,30.0,11.0
6.5,9.0,0.0
6.5,6.0,0.0
6.5,20.0,1.0
6.5,36.0,0.0
6.5,7.0,0.0
6.5,18.0,0.0
6.5,26.0,10.0
6.5,7.0,0.0
6.5,21.0,0.0
6.5,30.0,0.0
6.5,8.0,0.0
6.5,26.0,0.0
6.5,18.0,5.0
6.5,14.0,0.0
6.5,20.0,2.0
6.5,47.0,0.0
6.5,10.0,0.0
7.0,37.0,1.0
7.0,23.0,1.0
7.0,16.0,0.0
7.0,38.0,0.0
7.0,20.0,0.0
7.0,31.0,0.0
7.0,18.0,1.0
7.0,12.0,0.0
7.0,23.0,3.0
7.0,5.0,0.0
7.0,2.0,0.0
7.0,23.0,0.0
7.0,26.0,0.0
7.0,24.0,11.0
7.0,16.0,1.0
7.0,12.0,0.0
7.0,4.0,0.0
7.0,40.0,2.0
7.0,9.0,0.0
7.0,17.0,0.0
7.0,17.0,0.0
7.0,32.0,1.0
7.0,24.0,0.0
7.0,13.0,0.0
7.0,11.0,1.0
7.0,21.0,0.0
7.0,26.0,1.0
7.0,25.0,0.0
7.0,9.0,0.0
7.0,23.0,0.0
7.0,4.0,0.0
7.0,14.0,0.0
7.0,11.0,0.0
7.0,10.0,1.0
7.0,12.0,0.0
7.0,11.0,0.0
7.0,16.0,0.0
7.0,17.0,0.0
7.0,2.0,0.0
7.0,32.0,0.0
7.0,16.0,0.0
7.0,34.0,0.0
7.0,36.0,0.0
7.0,8.0,0.0
7.0,5.0,0.0
7.0,15.0,0.0
7.0,26.0,2.0
7.0,23.0,0.0
7.0,25.0,2.0
7.0,4.0,0.0
7.0,30.0,4.0
7.0,13.0,0.0
7.0,14.0,0.0
7.0,16.0,0.0
7.0,30.0,0.0
7.0,19.0,0.0
7.0,8.0,0.0
7.0,22.0,0.0
7.0,10.0,0.0
7.0,32.0,1.0
7.0,9.0,0.0
7.0,23.0,0.0
7.0,32.0,7.0
7.0,32.0,0.0
7.0,11.0,0.0
7.0,25.0,0.0
7.0,7.0,0.0
7.0,37.0,1.0
7.0,18.0,0.0
7.0,7.0,0.0
7.0,5.0,0.0
7.0,22.0,4.0
7.0,16.0,0.0
7.0,40.0,0.0
7.0,29.0,0.0
7.0,24.0,0.0
7.0,4.0,0.0
7.0,26.0,0.0
7.0,38.0,0.0
7.0,18.0,0.0
7.0,15.0,0.0
7.0,24.0,0.0
7.0,19.0,0.0
7.0,8.0,0.0
7.0,25.0,1.0
7.0,14.0,1.0
7.0,9.0,0.0
7.0,13.0,0.0
7.0,19.0,0.0
7.0,29.0,0.0
7.0,17.0,12.0
7.0,31.0,0.0
7.0,4.0,0.0
7.0,15.0,0.0
7.0,16.0,0.0
7.0,18.0,0.0
7.0,21.0,0.0
7.0,4.0,0.0
7.0,26.0,8.0
7.0,16.0,0.0
7.0,23.0,0.0
7.0,14.0,0.0
7.0,11.0,0.0
7.0,19.0,0.0
7.0,12.0,0.0
7.0,30.0,0.0
7.0,10.0,0.0
7.0,26.0,5.0
7.0,12.0,0.0
7.0,20.0,0.0
7.0,15.0,0.0
7.0,28.0,0.0
7.0,5.0,0.0
7.0,13.0,0.0
7.0,10.0,0.0
7.0,11.0,0.0
7.0,21.0,0.0
7.0,12.0,0.0
7.0,23.0,0.0
7.0,22.0,0.0
7.0,9.0,0.0
7.0,19.0,0.0
7.0,18.0,0.0
7.0,15.0,0.0
7.0,37.0,1.0
7.0,8.0,2.0
7.0,26.0,0.0
7.0,9.0,0.0
7.0,25.0,0.0
7.0,23.0,0.0
7.0,11.0,0.0
7.0,17.0,0.0
7.0,25.0,0.0
7.0,6.0,0.0
7.0,23.0,0.0
7.0,26.0,0.0
7.0,33.0,4.0
7.0,30.0,0.0
7.0,8.0,0.0
7.0,22.0,1.0
7.0,24.0,9.0
7.0,30.0,0.0
7.0,17.0,0.0
7.0,35.0,2.0
7.0,6.0,0.0
7.0,21.0,0.0
7.0,20.0,0.0
7.0,19.0,0.0
7.0,23.0,1.0
7.0,21.0,1.0
7.0,29.0,0.0
7.0,14.0,0.0
7.0,3.0,0.0
7.0,29.0,1.0
7.0,9.0,0.0
7.0,39.0,0.0
7.0,14.0,0.0
7.0,13.0,0.0
7.0,7.0,0.0
7.0,9.0,0.0
7.0,31.0,2.0
7.0,15.0,0.0
7.0,5.0,0.0
7.0,16.0,0.0
7.0,1.0,0.0
7.0,9.0,0.0
7.0,14.0,0.0
7.0,36.0,0.0
7.0,24.0,0.0
7.0,10.0,0.0
7.0,19.0,3.0
7.0,52.0,1.0
7.0,20.0,0.0
7.0,14.0,0.0
7.0,39.0,1.0
7.0,14.0,0.0
7.0,14.0,0.0
7.0,4.0,0.0
7.0,18.0,0.0
7.0,37.0,2.0
7.0,8.0,0.0
7.0,19.0,0.0
7.0,17.0,0.0
7.0,34.0,0.0
7.0,17.0,0.0
7.0,25.0,1.0
7.0,27.0,0.0
7.0,16.0,0.0
7.0,16.0,0.0
7.0,4.0,0.0
7.0,27.0,0.0
7.0,22.0,0.0
7.0,13.0,0.0
7.0,6.0,0.0
7.0,8.0,0.0
7.0,19.0,0.0
7.0,38.0,0.0
7.0,20.0,0.0
7.0,13.0,0.0
7.0,29.0,0.0
7.0,16.0,0.0
7.0,28.0,0.0
7.0,14.0,0.0
7.0,30.0,0.0
7.0,14.0,0.0
7.0,45.0,0.0
7.0,15.0,0.0
7.0,16.0,0.0
7.0,10.0,0.0
7.0,42.0,0.0
7.0,11.0,0.0
7.0,3.0,0.0
7.0,29.0,8.0
7.0,27.0,0.0
7.0,13.0,0.0
7.0,17.0,0.0
7.0,22.0,0.0
7.0,22.0,0.0
7.0,25.0,0.0
7.0,22.0,0.0
7.0,22.0,0.0
7.0,16.0,0.0
7.0,7.0,0.0
7.0,16.0,0.0
7.0,17.0,0.0
7.0,17.0,0.0
7.0,14.0,0.0
7.0,8.0,0.0
7.0,15.0,0.0
7.0,18.0,0.0
7.0,8.0,0.0
7.0,10.0,0.0
7.0,24.0,0.0
7.0,28.0,0.0
7.0,45.0,0.0
7.0,18.0,0.0
7.0,11.0,0.0
7.0,16.0,1.0
7.0,5.0,0.0
7.0,15.0,0.0
7.0,18.0,0.0
7.0,4.0,0.0
7.0,26.0,0.0
7.0,17.0,0.0
7.0,22.0,1.0
7.0,11.0,0.0
7.0,18.0,0.0
7.0,28.0,1.0
7.0,33.0,0.0
7.0,23.0,0.0
7.0,16.0,0.0
7.0,35.0,0.0
7.0,21.0,0.0
7.0,8.0,0.0
7.0,34.0,0.0
7.0,4.0,0.0
7.0,1.0,0.0
7.0,8.0,0.0
7.0,11.0,0.0
7.0,11.0,0.0
7.0,32.0,0.0
7.0,24.0,1.0
7.0,17.0,0.0
7.0,12.0,0.0
7.0,16.0,0.0
7.0,36.0,0.0
7.0,18.0,0.0
7.0,12.0,0.0
7.0,28.0,1.0
7.0,5.0,0.0
7.0,25.0,0.0
7.0,8.0,0.0
7.0,26.0,0.0
7.0,10.0,1.0
7.0,16.0,0.0
7.0,8.0,0.0
7.0,24.0,0.0
7.0,16.0,0.0
7.0,28.0,0.0
7.0,18.0,0.0
7.0,21.0,0.0
7.0,16.0,0.0
7.0,25.0,0.0
7.0,14.0,0.0
7.0,12.0,0.0
7.0,19.0,0.0
7.0,18.0,0.0
7.0,28.0,14.0
7.0,6.0,0.0
7.0,27.0,0.0
7.0,20.0,0.0
7.0,18.0,0.0
7.0,22.0,0.0
7.0,22.0,0.0
7.0,17.0,0.0
7.0,12.0,0.0
7.0,22.0,7.0
7.0,8.0,0.0
7.0,20.0,0.0
7.0,11.0,0.0
7.5,14.0,0.0
7.5,19.0,0.0
7.5,15.0,5.0
7.5,16.0,0.0
7.5,13.0,0.0
7.5,32.0,0.0
7.5,17.0,0.0
7.5,17.0,0.0
7.5,18.0,0.0
7.5,23.0,0.0
7.5,19.0,0.0
7.5,10.0,1.0
7.5,7.0,0.0
7.5,44.0,2.0
7.5,3.0,0.0
7.5,25.0,0.0
7.5,5.0,0.0
7.5,25.0,0.0
7.5,21.0,1.0
7.5,24.0,0.0
7.5,36.0,0.0
7.5,25.0,1.0
7.5,9.0,0.0
7.5,10.0,0.0
7.5,18.0,1.0
7.5,12.0,0.0
7.5,5.0,0.0
7.5,29.0,0.0
7.5,12.0,0.0
7.5,21.0,0.0
7.5,31.0,0.0
7.5,6.0,0.0
7.5,17.0,0.0
7.5,16.0,0.0
7.5,11.0,2.0
7.5,23.0,0.0
7.5,8.0,0.0
7.5,21.0,0.0
7.5,7.0,0.0
7.5,14.0,0.0
7.5,14.0,0.0
7.5,12.0,0.0
7.5,28.0,1.0
7.5,11.0,5.0
7.5,26.0,0.0
7.5,15.0,0.0
7.5,14.0,1.0
7.5,21.0,1.0
7.5,27.0,1.0
7.5,12.0,0.0
7.5,35.0,0.0
7.5,58.0,0.0
7.5,14.0,0.0
7.5,29.0,0.0
7.5,18.0,0.0
7.5,10.0,0.0
7.5,13.0,0.0
7.5,14.0,2.0
7.5,10.0,0.0
7.5,14.0,0.0
7.5,14.0,0.0
7.5,9.0,0.0
7.5,23.0,0.0
7.5,18.0,0.0
7.5,31.0,0.0
7.5,12.0,0.0
7.5,25.0,0.0
7.5,30.0,0.0
7.5,30.0,0.0
7.5,4.0,0.0
7.5,17.0,0.0
7.5,27.0,0.0
7.5,37.0,0.0
7.5,24.0,0.0
7.5,19.0,2.0
7.5,14.0,0.0
7.5,18.0,0.0
7.5,19.0,0.0
7.5,11.0,0.0
7.5,10.0,0.0
7.5,26.0,0.0
7.5,14.0,0.0
7.5,28.0,0.0
7.5,25.0,1.0
7.5,32.0,0.0
7.5,13.0,0.0
7.5,39.0,0.0
7.5,8.0,2.0
7.5,39.0,0.0
7.5,5.0,0.0
7.5,28.0,0.0
7.5,20.0,0.0
7.5,24.0,1.0
7.5,10.0,7.0
7.5,16.0,0.0
7.5,20.0,0.0
7.5,11.0,0.0
7.5,16.0,4.0
7.5,11.0,0.0
7.5,13.0,0.0
7.5,10.0,3.0
7.5,21.0,0.0
7.5,19.0,0.0
7.5,17.0,0.0
7.5,8.0,0.0
7.5,18.0,0.0
7.5,26.0,0.0
7.5,33.0,0.0
7.5,29.0,0.0
7.5,9.0,1.0
7.5,18.0,0.0
7.5,39.0,0.0
7.5,14.0,0.0
7.5,12.0,0.0
7.5,15.0,0.0
7.5,19.0,0.0
7.5,15.0,0.0
7.5,24.0,0.0
7.5,21.0,0.0
7.5,20.0,0.0
7.5,9.0,0.0
7.5,16.0,0.0
7.5,16.0,0.0
7.5,12.0,0.0
7.5,22.0,0.0
7.5,10.0,0.0
7.5,14.0,0.0
7.5,36.0,0.0
7.5,14.0,0.0
7.5,31.0,0.0
7.5,38.0,7.0
7.5,16.0,0.0
7.5,33.0,0.0
7.5,1.0,0.0
7.5,9.0,0.0
7.5,9.0,0.0
7.5,21.0,0.0
7.5,1.0,0.0
7.5,11.0,0.0
7.5,18.0,0.0
7.5,22.0,0.0
7.5,11.0,0.0
7.5,23.0,0.0
7.5,17.0,0.0
7.5,18.0,10.0
7.5,8.0,0.0
7.5,13.0,0.0
7.5,35.0,2.0
7.5,16.0,0.0
7.5,15.0,0.0
7.5,1.0,0.0
7.5,5.0,0.0
7.5,8.0,0.0
7.5,23.0,0.0
7.5,3.0,0.0
7.5,18.0,0.0
7.5,21.0,0.0
7.5,36.0,0.0
7.5,15.0,0.0
7.5,18.0,0.0
7.5,13.0,0.0
7.5,28.0,0.0
7.5,52.0,0.0
7.5,13.0,0.0
7.5,10.0,0.0
7.5,13.0,0.0
7.5,24.0,0.0
7.5,22.0,0.0
7.5,16.0,2.0
7.5,19.0,0.0
7.5,23.0,0.0
7.5,20.0,0.0
7.5,27.0,1.0
7.5,37.0,5.0
7.5,14.0,0.0
7.5,16.0,0.0
7.5,4.0,0.0
7.5,4.0,0.0
7.5,24.0,0.0
7.5,23.0,0.0
7.5,35.0,3.0
7.5,26.0,0.0
7.5,25.0,0.0
7.5,10.0,0.0
7.5,18.0,0.0
7.5,26.0,0.0
7.5,20.0,10.0
7.5,11.0,0.0
7.5,12.0,0.0
7.5,21.0,0.0
7.5,29.0,0.0
7.5,38.0,23.0
7.5,8.0,0.0
7.5,2.0,0.0
7.5,35.0,3.0
7.5,16.0,0.0
7.5,9.0,0.0
7.5,23.0,0.0
7.5,30.0,1.0
7.5,20.0,0.0
7.5,13.0,0.0
7.5,7.0,0.0
7.5,8.0,0.0
7.5,31.0,0.0
7.5,41.0,16.0
7.5,18.0,1.0
7.5,26.0,0.0
7.5,9.0,0.0
7.5,14.0,0.0
7.5,21.0,1.0
7.5,9.0,0.0
7.5,5.0,0.0
7.5,11.0,1.0
7.5,24.0,0.0
7.5,24.0,0.0
7.5,13.0,0.0
7.5,14.0,0.0
7.5,8.0,0.0
7.5,28.0,7.0
7.5,20.0,0.0
7.5,32.0,0.0
7.5,26.0,0.0
7.5,20.0,0.0
7.5,19.0,0.0
7.5,18.0,0.0
7.5,7.0,0.0
7.5,28.0,0.0
7.5,29.0,0.0
7.5,10.0,0.0
7.5,8.0,0.0
7.5,4.0,0.0
7.5,21.0,0.0
7.5,14.0,0.0
7.5,7.0,0.0
7.5,26.0,10.0
7.5,22.0,0.0
7.5,9.0,0.0
7.5,16.0,0.0
7.5,47.0,1.0
7.5,18.0,0.0
7.5,20.0,0.0
7.5,28.0,0.0
7.5,17.0,0.0
7.5,8.0,0.0
7.5,7.0,0.0
7.5,27.0,0.0
7.5,5.0,0.0
7.5,9.0,0.0
7.5,5.0,0.0
7.5,26.0,0.0
7.5,12.0,3.0
7.5,14.0,0.0
7.5,13.0,0.0
7.5,15.0,0.0
7.5,27.0,1.0
7.5,22.0,0.0
7.5,4.0,0.0
7.5,4.0,0.0
7.5,11.0,0.0
7.5,12.0,0.0
7.5,19.0,0.0
7.5,35.0,1.0
7.5,28.0,0.0
7.5,37.0,4.0
7.5,12.0,11.0
7.5,29.0,6.0
7.5,17.0,0.0
7.5,11.0,0.0
7.5,4.0,0.0
7.5,24.0,0.0
7.5,36.0,1.0
7.5,40.0,0.0
7.5,6.0,0.0
7.5,7.0,0.0
7.5,10.0,0.0
7.5,21.0,0.0
7.5,31.0,0.0
7.5,5.0,0.0
7.5,17.0,0.0
7.5,17.0,1.0
7.5,7.0,0.0
7.5,12.0,0.0
7.5,18.0,0.0
7.5,10.0,0.0
7.5,25.0,0.0
7.5,2.0,0.0
7.5,17.0,0.0
7.5,27.0,6.0
7.5,4.0,0.0
7.5,8.0,2.0
7.5,18.0,8.0
7.5,9.0,0.0
7.5,15.0,0.0
7.5,12.0,0.0
7.5,14.0,0.0
7.5,11.0,0.0
7.5,36.0,0.0
7.5,26.0,3.0
7.5,13.0,0.0
7.5,21.0,2.0
8.0,5.0,0.0
8.0,20.0,0.0
8.0,20.0,0.0
8.0,30.0,0.0
8.0,8.0,0.0
8.0,18.0,0.0
8.0,15.0,0.0
8.0,16.0,0.0
8.0,14.0,0.0
8.0,17.0,0.0
8.0,7.0,0.0
8.0,36.0,0.0
8.0,25.0,0.0
8.0,3.0,0.0
8.0,15.0,0.0
8.0,23.0,0.0
8.0,26.0,1.0
8.0,25.0,0.0
8.0,20.0,1.0
8.0,7.0,0.0
8.0,41.0,0.0
8.0,15.0,0.0
8.0,31.0,0.0
8.0,14.0,0.0
8.0,18.0,0.0
8.0,20.0,0.0
8.0,21.0,0.0
8.0,14.0,0.0
8.0,16.0,0.0
8.0,6.0,0.0
8.0,15.0,0.0
8.0,21.0,0.0
8.0,24.0,0.0
8.0,26.0,0.0
8.0,18.0,1.0
8.0,10.0,0.0
8.0,26.0,1.0
8.0,19.0,0.0
8.0,13.0,0.0
8.0,26.0,0.0
8.0,29.0,1.0
8.0,22.0,0.0
8.0,20.0,0.0
8.0,47.0,0.0
8.0,20.0,0.0
8.0,6.0,0.0
8.0,5.0,0.0
8.0,18.0,0.0
8.0,30.0,0.0
8.0,6.0,0.0
8.0,13.0,0.0
8.0,40.0,0.0
8.0,27.0,7.0
8.0,20.0,0.0
8.0,21.0,1.0
8.0,13.0,0.0
8.0,15.0,0.0
8.0,19.0,13.0
8.0,9.0,0.0
8.0,17.0,2.0
8.0,28.0,0.0
8.0,21.0,0.0
8.0,1.0,0.0
8.0,10.0,0.0
8.0,25.0,0.0
8.0,19.0,0.0
8.0,15.0,1.0
8.0,19.0,0.0
8.0,8.0,0.0
8.0,22.0,1.0
8.0,3.0,0.0
8.0,27.0,0.0
8.0,34.0,0.0
8.0,16.0,0.0
8.0,28.0,1.0
8.0,36.0,0.0
8.0,27.0,0.0
8.0,21.0,0.0
8.0,18.0,0.0
8.0,16.0,0.0
8.0,16.0,0.0
8.0,14.0,0.0
8.0,15.0,0.0
8.0,15.0,0.0
8.0,27.0,0.0
8.0,13.0,0.0
8.0,13.0,0.0
8.0,12.0,0.0
8.0,12.0,0.0
8.0,13.0,0.0
8.0,48.0,0.0
8.0,17.0,0.0
8.0,17.0,0.0
8.0,15.0,0.0
8.0,22.0,0.0
8.0,23.0,0.0
8.0,14.0,0.0
8.0,33.0,0.0
8.0,13.0,0.0
8.0,4.0,0.0
8.0,9.0,0.0
8.0,30.0,1.0
8.0,5.0,0.0
8.0,6.0,0.0
8.0,25.0,0.0
8.0,23.0,0.0
8.0,13.0,0.0
8.0,13.0,0.0
8.0,36.0,4.0
8.0,18.0,0.0
8.0,19.0,0.0
8.0,13.0,0.0
8.0,28.0,0.0
8.0,7.0,0.0
8.0,20.0,0.0
8.0,18.0,0.0
8.0,12.0,0.0
8.0,4.0,0.0
8.0,11.0,0.0
8.0,16.0,0.0
8.0,12.0,0.0
8.0,11.0,0.0
8.0,6.0,0.0
8.0,17.0,0.0
8.0,14.0,0.0
8.0,35.0,2.0
8.0,5.0,0.0
8.0,22.0,0.0
8.0,12.0,0.0
8.0,22.0,0.0
8.0,18.0,0.0
8.0,26.0,0.0
8.0,12.0,0.0
8.0,12.0,0.0
8.0,43.0,3.0
8.0,20.0,0.0
8.0,6.0,0.0
8.0,5.0,0.0
8.0,12.0,0.0
8.0,15.0,0.0
8.0,15.0,0.0
8.0,16.0,0.0
8.0,35.0,9.0
8.0,16.0,0.0
8.0,14.0,0.0
8.0,14.0,0.0
8.0,9.0,0.0
8.0,11.0,0.0
8.0,26.0,0.0
8.0,13.0,0.0
8.0,9.0,0.0
8.0,18.0,0.0
8.0,4.0,0.0
8.0,16.0,0.0
8.0,54.0,3.0
8.0,27.0,0.0
8.0,32.0,3.0
8.0,19.0,0.0
8.0,9.0,0.0
